age,income,credit_score,years_employed,debt_to_income,num_credit_cards,education,marital_status,credit_limit,loan_default
27,94792.0,539,2.0,0.103,7,0,0,18732,0
50,35390.0,618,0.4,0.153,6,1,1,10443,0
55,33872.0,641,2.2,0.365,4,3,1,8180,0
51,163391.0,451,3.4,0.123,5,1,2,29883,0
42,55083.0,753,14.3,0.152,0,2,1,20910,0
43,27938.0,318,3.7,0.555,6,1,1,1000,0
46,20000.0,850,11.2,0.186,4,2,2,15356,0
43,49767.0,830,4.6,0.127,1,1,2,15815,0
59,70506.0,619,12.3,0.519,4,3,1,13302,0
78,21910.0,651,29.9,0.29,2,1,0,15967,0
37,45842.0,686,2.2,0.405,4,2,2,9278,0
24,27150.0,579,15.9,0.193,3,2,0,13468,0
44,31344.0,673,7.8,0.272,4,2,1,11084,0
80,20000.0,633,13.6,0.466,0,1,2,8866,0
33,30411.0,639,8.4,0.371,1,2,1,10715,0
70,78865.0,672,4.4,0.294,5,0,1,16022,0
70,21914.0,492,2.1,0.149,2,3,0,9581,0
37,37874.0,655,0.6,0.214,3,0,0,8875,0
54,20000.0,670,6.1,0.309,5,2,1,8035,0
69,48453.0,665,37.1,0.15,5,2,1,26778,0
39,30540.0,624,10.7,0.147,1,1,0,11477,0
42,20000.0,787,3.2,0.349,0,1,0,8743,0
36,105455.0,608,14.0,0.348,1,3,0,25550,0
30,76355.0,677,11.7,0.206,1,0,1,20402,0
35,22383.0,806,2.6,0.118,4,2,1,12673,0
27,54081.0,640,0.1,0.417,6,0,0,8686,0
46,55822.0,676,1.0,0.278,4,3,0,11871,0
33,60709.0,638,16.8,0.114,2,2,1,21944,0
49,20000.0,798,14.5,0.546,1,3,0,11896,0
22,81250.0,619,2.8,0.328,1,3,0,18017,0
50,23023.0,804,2.7,0.117,5,2,0,12699,0
58,27275.0,638,12.6,0.127,3,0,2,13245,0
18,299631.0,547,22.2,0.137,2,1,1,58606,0
51,46235.0,732,12.1,0.269,6,1,1,13694,0
63,26661.0,613,7.4,0.132,6,1,0,13650,0
27,20000.0,724,2.2,0.28,3,1,1,9152,0
70,110394.0,322,6.0,0.286,8,3,1,19372,0
51,20000.0,651,2.1,0.104,5,0,0,8600,0
34,20000.0,595,13.2,0.18,4,1,2,12215,0
44,27859.0,522,3.9,0.16,2,2,1,9653,0
53,112773.0,584,14.4,0.197,4,3,1,27390,0
46,67413.0,581,3.8,0.103,5,1,1,16159,0
53,32008.0,644,13.9,0.14,1,1,0,15247,0
31,46473.0,486,3.2,0.109,3,1,1,13087,0
48,22464.0,688,4.6,0.232,2,1,0,8958,0
24,,814,7.6,0.188,3,2,0,14405,0
43,38510.0,684,0.6,0.431,2,2,1,8062,0
31,78827.0,747,23.7,0.418,2,2,1,24676,0
34,78727.0,781,6.8,0.232,4,3,0,21049,0
64,53916.0,798,5.7,0.337,3,3,1,15191,0
61,27177.0,850,14.6,0.271,2,2,1,16336,0
54,65740.0,590,16.1,0.1,4,0,2,21508,0
29,33740.0,564,5.9,0.167,2,1,1,12873,0
40,20000.0,744,21.0,0.202,1,2,0,16383,0
63,26301.0,735,0.5,0.253,1,3,1,10673,0
47,38856.0,743,1.0,0.207,3,2,2,11262,0
80,75220.0,850,7.3,0.311,4,3,1,21354,0
51,31357.0,651,3.5,0.121,2,1,1,11764,0
48,20000.0,701,5.0,0.457,4,0,0,4678,0
40,38002.0,532,3.2,0.276,3,2,2,7390,0
47,39766.0,850,4.1,0.328,2,3,0,14183,0
43,42137.0,610,13.8,0.057,1,1,1,18013,0
56,,613,7.2,0.267,4,0,0,16982,0
59,82054.0,608,40.0,0.464,2,0,0,25709,0
33,22576.0,573,,0.126,2,0,0,12146,0
25,22183.0,562,2.6,0.255,2,1,1,7911,0
18,20000.0,587,2.5,0.23,2,1,1,8870,0
53,63516.0,486,3.3,0.202,2,1,2,12667,0
28,115735.0,556,14.8,0.213,5,1,1,27228,0
18,28224.0,850,0.2,0.074,7,1,1,9757,0
51,29937.0,738,2.1,0.302,2,2,1,10424,0
80,117410.0,761,18.8,0.13,2,2,0,32663,0
45,54418.0,791,8.2,0.3,2,1,2,17764,0
58,51482.0,850,2.1,0.359,6,1,0,11433,0
46,20000.0,437,2.0,0.138,2,1,2,9118,0
44,62504.0,502,15.9,0.245,4,0,2,16174,0
59,20000.0,554,17.9,0.535,3,1,0,6585,0
41,20000.0,594,2.4,0.254,3,0,2,7322,0
49,27518.0,614,4.4,0.206,0,1,1,11264,0
50,22728.0,596,14.4,0.154,0,2,1,14108,0
35,30416.0,676,11.8,0.225,2,3,0,15409,0
60,20000.0,654,13.5,0.072,2,3,1,17291,0
42,78202.0,563,5.8,0.253,2,2,1,19386,0
34,89514.0,389,19.4,0.219,2,2,1,24072,0
53,20000.0,531,3.2,0.121,0,3,1,10617,0
32,79441.0,584,1.4,0.079,3,2,1,18571,0
45,20000.0,620,9.9,0.143,3,1,0,10851,0
45,72083.0,514,6.2,0.104,3,2,2,19643,0
61,34380.0,591,15.4,0.283,7,1,0,12470,0
52,37161.0,514,0.7,0.042,2,0,2,11174,0
45,31317.0,635,14.8,0.061,7,1,0,14579,0
57,95770.0,521,2.8,0.36,2,1,2,18011,0
66,20000.0,548,8.5,0.148,2,2,2,11505,0
53,59058.0,493,0.3,0.323,3,3,0,11282,0
45,87646.0,632,7.5,0.078,2,3,1,23557,0
25,64413.0,546,10.1,0.413,2,1,0,12796,0
29,233225.0,759,3.7,0.252,1,3,1,43357,0
40,23786.0,699,1.9,0.257,4,2,0,9366,0
36,78108.0,642,6.2,0.2,2,0,0,17643,0
42,33360.0,554,14.3,0.1,2,2,2,16689,0
46,97414.0,696,3.1,0.176,4,1,1,22160,0
53,36093.0,733,2.3,0.314,3,0,0,7120,0
44,26627.0,667,2.6,0.136,5,2,1,10426,0
52,103245.0,842,23.8,0.048,1,2,2,33759,0
46,24508.0,705,3.6,0.201,4,1,0,9488,0
18,20000.0,760,0.0,0.141,2,3,0,11479,0
31,24017.0,666,12.2,0.284,6,2,1,11621,0
43,59589.0,731,9.6,0.264,1,0,2,17986,0
27,110595.0,554,1.1,0.09,4,2,2,22540,0
54,39692.0,595,33.5,0.302,5,1,1,19656,0
68,104251.0,692,7.5,0.292,8,1,0,21141,0
63,20000.0,691,,0.344,2,2,1,8737,0
42,25473.0,711,3.9,0.322,5,0,1,6441,0
67,28829.0,782,18.3,0.312,1,1,1,15541,0
47,33135.0,479,2.2,0.392,1,2,1,7766,0
40,38843.0,533,2.7,0.435,2,2,1,7311,0
36,63116.0,678,1.0,0.247,5,0,0,12573,0
40,25442.0,563,11.4,0.277,2,2,1,10900,0
39,40588.0,850,7.2,0.145,3,3,1,14547,0
48,35028.0,712,7.5,0.077,7,2,0,15839,0
47,20000.0,641,,0.286,4,3,0,7962,0
45,33159.0,588,8.4,0.279,3,1,2,11851,0
52,32373.0,592,11.6,0.257,2,1,0,9907,0
63,31823.0,654,3.5,0.39,3,1,1,8172,0
59,37250.0,663,12.9,0.046,4,2,1,19218,0
23,38582.0,595,3.4,0.313,1,3,1,11541,0
18,25698.0,617,11.4,0.092,2,3,0,14062,0
59,100526.0,811,0.3,0.298,1,0,1,17796,0
24,20000.0,816,6.4,0.047,3,2,1,14803,0
42,20399.0,680,27.9,0.265,4,3,2,18358,0
27,335699.0,489,31.8,0.564,4,1,1,57795,0
18,20000.0,715,2.6,0.17,5,2,1,8845,0
53,20000.0,837,4.7,0.144,3,3,1,12472,0
56,65354.0,814,0.5,0.357,3,3,2,13522,0
36,20000.0,738,16.5,0.3,3,1,1,11962,0
18,30085.0,821,6.7,0.14,3,0,1,12805,0
37,202129.0,656,3.9,0.243,2,2,0,36986,0
51,20000.0,725,,0.241,3,3,1,8492,0
23,20000.0,568,23.5,0.312,4,2,0,13911,0
48,20000.0,685,6.0,0.367,2,1,0,6422,0
45,74510.0,810,2.7,0.288,1,3,1,20427,0
54,89306.0,579,3.4,0.28,7,1,0,16782,0
47,24099.0,547,,0.17,2,2,1,8539,0
30,62728.0,662,7.4,0.481,1,1,1,14900,0
63,110437.0,623,21.3,0.227,5,1,0,28013,0
43,151733.0,728,15.5,0.281,2,0,0,31149,0
45,,596,4.9,0.372,2,0,2,7975,0
31,20000.0,850,14.0,0.187,3,3,2,15999,0
38,20000.0,495,4.4,0.283,2,0,1,5320,0
32,25811.0,800,,0.272,2,0,1,9827,0
42,29521.0,558,32.8,0.501,4,2,1,17504,0
71,31248.0,434,2.9,0.109,4,2,0,9915,0
24,88887.0,679,3.1,0.062,3,2,1,22369,0
21,100664.0,619,36.6,0.223,3,1,1,31838,0
67,31655.0,517,1.2,0.235,6,0,1,5961,0
42,87447.0,448,11.4,0.027,5,0,1,22722,0
35,48346.0,649,22.0,0.261,3,0,1,16809,1
61,38239.0,767,5.7,0.031,3,3,1,15775,0
36,74999.0,720,0.0,0.193,0,2,1,16919,0
72,38476.0,657,3.8,0.309,0,1,1,10826,0
55,188386.0,707,0.9,0.091,4,1,0,34694,0
38,20000.0,647,4.3,0.288,1,2,1,8395,0
77,24049.0,478,12.5,0.18,3,1,1,11535,0
36,32820.0,479,4.6,0.237,3,2,1,9710,0
56,51615.0,626,4.5,0.286,3,1,0,13193,0
49,100144.0,631,6.5,0.211,2,1,0,22625,0
65,35614.0,752,7.0,0.307,3,3,0,13833,0
68,,741,15.5,0.275,5,1,0,11150,0
45,71254.0,723,2.9,0.34,4,2,1,14720,0
34,66434.0,616,13.8,0.036,4,1,1,22145,0
52,20000.0,484,6.7,0.41,1,1,2,4289,0
35,36205.0,699,2.9,0.215,1,0,2,12117,0
75,20000.0,713,2.8,0.122,2,0,1,12067,0
47,21339.0,363,3.6,0.093,2,0,1,7362,1
40,20000.0,550,,0.13,4,2,1,11220,0
48,69384.0,567,2.1,0.246,4,3,0,16486,0
25,39873.0,664,20.2,0.153,6,0,1,17531,0
30,20000.0,554,6.8,0.349,6,0,0,5313,0
63,73427.0,645,20.2,0.108,1,2,1,25908,0
35,20000.0,625,0.4,0.273,1,2,0,9470,0
29,47292.0,631,3.4,0.311,2,2,0,10511,0
53,20000.0,564,0.2,0.275,0,2,1,7703,0
63,27105.0,573,2.5,0.178,4,2,0,9760,0
56,54362.0,520,15.8,0.143,1,0,1,17173,0
60,55114.0,696,0.3,0.304,3,0,1,10438,0
34,105829.0,719,4.6,0.162,2,3,0,23750,0
24,34003.0,558,1.0,0.169,2,1,0,10124,0
68,46405.0,832,4.3,0.162,6,3,0,16858,0
40,25586.0,612,14.6,0.357,1,2,1,11569,0
41,,834,7.8,0.317,10,2,0,12013,0
65,51616.0,573,10.7,0.057,0,2,2,18403,0
53,33569.0,407,3.4,0.302,0,0,0,7176,0
52,20000.0,698,23.1,0.055,4,1,0,16306,0
77,47343.0,680,9.9,0.209,5,3,0,14238,0
35,48613.0,654,4.4,0.318,3,1,1,12673,0
59,21075.0,573,4.4,0.19,5,1,2,9166,0
46,20000.0,646,20.1,0.028,1,2,1,18199,0
49,118267.0,589,6.9,0.398,0,2,0,23297,0
68,53807.0,614,9.8,0.36,4,0,1,11955,0
53,30234.0,751,4.3,0.222,4,1,2,10652,0
53,20000.0,672,2.0,0.239,6,1,0,5925,0
61,20000.0,723,10.3,0.33,5,3,1,10580,0
40,102958.0,622,7.5,0.086,1,2,0,24348,0
32,40543.0,609,5.6,0.115,4,3,1,13269,0
29,23378.0,512,7.8,0.169,2,2,2,11179,0
18,54598.0,606,1.9,0.611,3,2,1,6614,0
76,20000.0,300,12.6,0.245,4,3,2,7763,0
28,120653.0,579,23.7,0.307,5,0,1,26451,0
42,107177.0,640,17.7,0.299,1,1,2,25208,0
41,25003.0,718,3.1,0.256,4,2,1,11342,0
50,21962.0,618,4.2,0.049,4,3,1,13089,0
57,20000.0,692,13.2,0.064,1,2,1,15424,0
58,20000.0,388,7.2,0.319,3,1,0,6163,0
36,20000.0,643,6.4,0.328,1,3,0,10142,0
42,40463.0,448,20.9,0.208,3,2,0,17484,0
49,27974.0,505,6.1,0.201,4,2,0,9273,0
41,20000.0,628,5.8,0.052,2,2,2,12506,0
69,29001.0,803,0.3,0.108,1,2,0,12397,0
52,,695,0.6,0.294,1,0,0,12988,0
56,55396.0,652,0.1,0.182,0,1,0,13536,0
55,20000.0,648,19.6,0.32,3,3,1,12590,0
63,,564,4.2,0.261,3,1,1,9365,0
48,20000.0,585,5.1,0.225,8,2,1,8330,0
26,74711.0,701,,0.093,2,1,1,22893,0
51,68004.0,484,7.5,0.188,4,3,1,17829,0
35,20000.0,721,7.5,0.194,2,2,2,10474,0
37,20000.0,603,2.8,0.214,4,2,0,8975,0
54,25109.0,749,14.4,0.15,6,1,0,13839,0
64,20000.0,765,1.5,0.265,4,0,1,6933,0
45,47514.0,449,0.4,0.449,3,2,0,8109,0
50,29194.0,580,1.7,0.145,2,0,1,9092,0
71,,547,2.5,0.549,1,2,0,11104,0
49,20000.0,432,2.7,0.313,4,2,0,6531,0
80,22130.0,526,8.9,0.123,1,2,1,11901,0
53,20000.0,850,2.0,0.108,2,1,1,11423,0
19,20000.0,723,9.0,0.437,0,2,0,8791,0
56,20000.0,850,0.8,0.059,6,2,1,12300,0
51,80562.0,749,1.3,0.18,1,0,1,18488,0
64,20773.0,561,5.7,0.181,3,2,1,9602,0
55,40108.0,604,20.4,0.213,2,1,0,18637,0
43,26779.0,721,15.7,0.317,2,0,1,13036,0
27,20000.0,703,27.7,0.124,2,1,2,20174,0
42,31741.0,581,8.4,0.172,0,0,0,11765,0
32,58646.0,469,9.0,0.26,4,3,2,14996,0
36,20000.0,850,7.8,0.259,3,1,1,10924,0
54,69376.0,633,7.8,0.384,7,0,0,13018,0
70,,611,1.3,0.081,0,1,0,10662,0
51,24677.0,664,6.3,0.308,5,2,0,10143,0
27,55523.0,621,3.9,0.19,2,2,1,14707,0
52,21359.0,665,4.7,0.269,3,0,1,8393,0
63,37424.0,804,5.9,0.142,4,0,0,13954,0
36,28233.0,635,1.1,0.33,1,3,2,8863,0
43,40275.0,510,3.6,0.129,2,1,1,13636,0
45,20000.0,631,0.5,0.305,6,0,0,5023,0
33,20000.0,594,31.2,0.292,2,0,0,17105,0
55,59443.0,821,1.0,0.164,2,1,0,15016,0
43,83262.0,791,2.4,0.508,1,2,1,14703,0
51,20000.0,663,17.8,0.298,4,2,1,13965,0
32,29875.0,497,5.3,0.124,2,0,0,10391,0
38,45971.0,503,1.2,0.237,3,1,1,9450,0
56,63233.0,652,3.9,0.126,2,1,2,16053,0
39,20000.0,690,1.0,0.285,2,2,1,7868,0
71,20000.0,605,1.8,0.332,4,2,1,4043,0
39,27832.0,592,0.4,0.118,4,3,0,10811,0
48,63736.0,579,4.6,0.048,3,2,0,18648,0
59,268001.0,647,13.1,0.038,4,2,2,53917,0
24,30260.0,364,7.1,0.422,4,2,1,7512,0
19,20000.0,518,7.5,0.243,3,1,1,7560,0
22,50102.0,575,1.8,0.24,1,2,0,12934,0
64,104485.0,795,3.4,0.178,2,1,1,22878,0
37,39593.0,552,14.9,0.131,3,2,1,15439,0
80,20000.0,672,0.7,0.055,0,1,1,11522,0
37,78151.0,677,15.6,0.44,3,1,1,19109,0
48,61749.0,806,5.3,0.095,2,2,2,20058,0
68,20000.0,802,14.5,0.273,5,2,0,12981,0
75,49273.0,643,3.1,0.277,1,2,0,13769,0
76,80645.0,593,3.3,0.168,0,2,2,18463,0
63,93481.0,570,11.1,0.114,1,1,0,24954,0
60,34435.0,621,12.3,0.261,2,3,2,15595,0
54,27270.0,598,2.1,0.143,2,0,0,9342,0
57,,716,28.9,0.096,2,0,1,28621,0
37,20000.0,700,0.7,0.114,5,0,2,7731,0
33,51579.0,721,0.6,0.161,4,2,1,15393,0
45,20000.0,801,7.2,0.056,3,1,1,13434,0
42,85161.0,850,10.3,0.027,5,0,0,24233,0
38,29542.0,665,25.9,0.042,3,1,0,21530,0
55,100194.0,782,4.2,0.213,5,2,2,22313,0
59,53805.0,608,0.2,0.026,3,2,1,15723,0
46,20000.0,792,7.4,0.031,4,2,0,13752,0
67,113516.0,777,2.7,0.374,2,3,1,22625,0
28,125617.0,771,4.5,0.112,5,3,1,28331,0
42,73558.0,661,5.4,0.211,1,1,1,18630,0
34,20000.0,570,0.5,0.349,4,2,0,5169,0
18,28430.0,483,5.3,0.128,2,2,0,10555,0
44,40796.0,645,4.4,0.343,3,0,1,9228,0
43,20682.0,834,10.0,0.214,4,0,1,9920,0
68,140629.0,613,8.3,0.271,3,2,1,26620,0
54,40760.0,744,1.6,0.401,2,2,1,9688,0
30,20000.0,751,1.8,0.148,3,2,0,10558,0
73,47643.0,616,2.3,0.294,8,1,0,10766,0
63,27487.0,808,1.6,0.013,3,3,0,14597,0
54,34203.0,301,8.6,0.029,3,2,2,12601,0
42,27041.0,503,40.0,0.285,3,3,2,23388,0
31,69261.0,540,8.4,0.159,5,0,1,16415,0
39,88943.0,552,7.5,0.221,2,2,0,20285,0
61,45544.0,690,4.2,0.093,4,2,1,15946,0
73,,685,3.0,0.277,2,0,0,8478,0
68,35134.0,697,19.4,0.412,4,1,1,12998,0
38,36889.0,722,27.8,0.19,4,1,1,18690,0
28,20000.0,536,5.5,0.224,2,3,0,8425,0
47,57708.0,504,2.7,0.223,4,2,1,13277,0
18,52472.0,698,11.8,0.107,3,1,0,18057,0
50,124536.0,574,1.1,0.166,5,2,1,24009,0
43,99139.0,462,11.6,0.054,6,2,0,25213,0
38,20983.0,767,13.7,0.501,5,1,1,8550,0
21,69999.0,817,1.1,0.294,3,3,1,15825,0
53,20000.0,837,30.1,0.279,1,2,0,19709,0
37,63370.0,672,33.9,0.226,5,1,2,25570,0
27,24022.0,725,22.1,0.534,3,2,2,12507,0
18,20000.0,814,5.5,0.021,3,2,1,15331,0
45,45435.0,573,2.3,0.072,4,0,1,12459,0
72,20000.0,783,7.0,0.359,1,3,2,10094,0
70,20000.0,683,4.4,0.389,3,2,1,6277,0
38,,760,1.8,0.188,4,2,0,12194,0
36,38791.0,672,4.4,0.459,3,1,0,8382,0
52,27026.0,806,8.7,0.273,2,0,1,11458,0
30,20000.0,677,,0.551,3,0,1,3569,0
50,20000.0,472,3.2,0.352,4,0,2,5682,0
56,,824,0.1,0.262,4,3,1,13612,0
63,57839.0,536,11.1,0.175,2,3,1,19002,0
43,35847.0,800,8.2,0.338,2,0,0,12229,0
42,91626.0,639,0.5,0.076,2,2,1,20666,0
32,49907.0,791,26.8,0.132,2,1,1,23730,0
33,20000.0,786,0.2,0.191,4,0,0,7643,0
42,29016.0,702,7.1,0.4,0,1,1,9887,0
51,20000.0,711,12.0,0.289,4,1,0,11253,0
59,33306.0,701,12.4,0.337,3,0,1,12332,0
33,88405.0,408,0.3,0.342,3,1,1,11365,0
67,62833.0,664,19.0,0.388,3,2,0,19781,0
41,111481.0,516,20.1,0.234,2,1,1,27656,0
45,28501.0,671,6.6,0.297,6,1,0,10878,0
34,106604.0,513,5.3,0.274,3,3,0,18737,0
18,31112.0,508,0.4,0.393,2,0,0,5434,0
58,117862.0,843,6.6,0.191,4,2,0,26175,0
56,,778,4.2,0.137,4,1,2,13335,0
41,63945.0,650,11.9,0.046,3,2,1,21089,0
46,118195.0,672,4.1,0.193,4,1,0,23730,0
53,31109.0,620,9.2,0.137,4,2,2,16764,0
22,43248.0,718,0.9,0.226,5,2,1,13088,0
37,101833.0,569,1.1,0.057,3,1,0,20712,0
57,32650.0,769,1.2,0.051,4,1,1,11526,0
26,20000.0,620,0.4,0.095,1,2,1,8770,0
49,201674.0,600,6.2,0.485,0,1,1,32193,0
25,24939.0,653,12.6,0.171,5,1,1,11158,0
52,41233.0,579,7.5,0.225,1,1,0,13281,0
44,91565.0,689,6.8,0.383,4,1,2,19039,0
21,22319.0,586,9.1,0.237,2,1,0,10444,0
62,20000.0,706,3.3,0.235,6,2,1,9776,0
34,44489.0,796,3.6,0.101,3,1,2,16512,0
33,20000.0,564,3.0,0.428,2,2,0,5315,0
48,28845.0,634,10.0,0.132,3,2,1,13020,0
62,44180.0,705,1.4,0.126,3,3,2,14044,0
30,29262.0,598,0.1,0.272,1,0,2,6768,0
46,,706,7.3,0.329,5,2,1,8301,0
51,130007.0,717,22.8,0.18,0,2,1,35835,0
55,39452.0,780,7.5,0.103,2,3,1,17677,0
48,114110.0,577,,0.134,3,3,1,28056,0
39,29495.0,537,8.9,0.191,2,2,1,12850,0
33,,613,5.5,0.267,2,2,0,8491,0
46,45042.0,534,10.1,0.128,4,0,2,12537,0
29,30558.0,718,13.9,0.669,4,1,0,5869,0
18,20000.0,511,2.0,0.464,3,2,0,4261,0
52,117692.0,850,3.3,0.206,3,0,1,25065,0
59,22075.0,806,2.0,0.101,3,0,0,11795,0
18,20000.0,652,4.8,0.086,2,3,0,12721,0
30,105086.0,754,17.3,0.462,4,3,0,24619,0
54,24259.0,454,3.4,0.297,6,0,0,5085,0
76,22331.0,850,3.8,0.056,3,3,0,15705,0
45,20000.0,579,15.7,0.327,0,3,1,12986,0
34,146203.0,636,5.8,0.085,0,2,1,31907,0
42,20000.0,427,6.1,0.12,5,1,1,9485,0
66,38054.0,708,15.8,0.315,5,3,0,15364,0
35,75365.0,517,5.4,0.177,2,0,0,17244,0
33,50888.0,662,,0.44,2,2,1,11084,0
38,34623.0,585,0.7,0.348,4,1,0,9617,0
31,20000.0,521,1.6,0.241,1,2,0,5615,0
47,20000.0,553,4.1,0.054,2,1,1,10091,0
69,42203.0,677,5.5,0.176,6,2,1,14483,0
50,20000.0,496,27.0,0.11,2,2,0,17945,0
41,42731.0,560,28.2,0.172,4,0,1,18684,0
41,62655.0,730,15.2,0.331,5,2,0,17147,0
22,78433.0,850,3.0,0.227,1,3,0,20374,0
58,20000.0,707,26.6,0.146,2,3,0,20766,0
44,210516.0,540,9.4,0.148,5,3,0,41583,0
42,67103.0,606,4.0,0.093,4,2,1,18709,0
80,36266.0,654,9.7,0.12,1,2,1,15450,0
49,86823.0,608,0.1,0.248,3,1,1,16412,0
34,240946.0,758,1.3,0.317,7,1,2,38102,0
39,20000.0,676,,0.139,5,1,0,13448,0
62,30327.0,759,8.3,0.314,0,1,1,12113,0
47,20000.0,612,3.6,0.198,1,0,1,9937,0
23,42367.0,809,5.6,0.405,5,2,1,11290,0
59,48646.0,630,,0.283,4,1,1,16850,0
35,35195.0,533,8.0,0.244,1,0,0,10686,0
73,21512.0,850,4.1,0.27,3,0,1,9048,0
61,20000.0,431,1.0,0.325,2,1,0,3153,0
38,48963.0,561,2.8,0.153,1,3,0,13389,0
64,116349.0,575,30.7,0.471,6,2,1,29321,0
46,22633.0,850,4.6,0.105,1,2,1,14774,0
58,51640.0,850,5.1,0.274,1,0,0,13917,0
52,20000.0,829,5.5,0.282,4,2,2,9798,0
32,52353.0,610,17.2,0.333,3,2,1,16808,0
35,26510.0,850,7.4,0.074,2,0,1,14819,0
60,20000.0,694,9.5,0.539,2,3,0,9414,0
40,20000.0,767,,0.12,5,3,0,12235,0
39,26506.0,672,0.2,0.306,5,3,1,7666,0
31,49313.0,644,21.4,0.268,3,1,1,17748,0
51,20000.0,620,23.8,0.324,0,2,0,15667,0
76,26431.0,625,23.8,0.201,1,1,0,15032,0
29,35130.0,723,23.0,0.068,1,2,1,22027,0
45,20000.0,694,13.5,0.327,1,3,1,15948,0
66,152868.0,646,9.2,0.215,0,0,2,29899,0
44,20000.0,831,14.9,0.237,1,0,1,14700,0
52,21257.0,300,7.3,0.036,3,0,0,9204,0
29,20000.0,711,,0.522,5,2,2,3066,0
51,153090.0,736,4.0,0.096,4,2,1,31878,0
42,56519.0,788,28.4,0.122,0,2,0,26859,0
60,20000.0,642,3.5,0.243,1,2,1,10689,0
63,87991.0,675,16.2,0.28,2,2,0,22832,0
80,42640.0,768,0.8,0.354,3,3,0,11358,0
54,44614.0,829,3.3,0.091,2,1,0,16045,0
50,27568.0,614,3.5,0.534,0,1,0,4895,0
48,20000.0,682,0.4,0.168,4,3,1,10356,0
40,47582.0,850,1.0,0.306,2,1,0,10510,0
50,23481.0,395,1.7,0.149,6,1,0,7956,0
41,155345.0,567,14.6,0.43,3,3,1,31622,0
48,20000.0,826,0.5,0.145,4,2,1,10069,0
65,124110.0,781,2.8,0.176,3,2,0,23549,0
30,33221.0,713,,0.366,2,1,2,7061,0
62,46132.0,596,9.5,0.411,2,3,1,12485,0
65,70723.0,544,7.7,0.315,5,0,1,15163,0
43,21934.0,579,8.3,0.212,0,1,0,12148,0
18,72504.0,836,3.8,0.22,1,3,0,19043,0
36,20000.0,575,1.9,0.377,3,1,0,4076,0
64,20415.0,662,10.2,0.411,3,2,0,7869,0
45,20000.0,560,13.3,0.119,1,2,0,12996,0
30,20000.0,751,1.2,0.05,2,1,0,11033,0
37,30578.0,585,5.3,0.069,6,2,1,11551,0
58,49444.0,638,2.3,0.392,4,2,0,9691,0
53,63712.0,448,1.5,0.205,1,1,1,12940,0
41,44033.0,456,10.6,0.151,2,2,0,15090,0
39,21321.0,651,6.2,0.138,3,0,1,10248,0
39,48787.0,491,1.9,0.478,2,2,1,8019,0
31,40112.0,850,3.0,0.404,3,2,1,10679,0
69,76791.0,403,27.2,0.232,1,2,0,27003,0
40,67613.0,554,15.1,0.33,3,3,1,18398,0
63,37212.0,652,17.0,0.286,3,1,0,14283,0
68,20000.0,606,4.9,0.16,1,1,0,11532,0
60,21539.0,518,7.8,0.281,1,0,1,7712,0
39,23392.0,535,3.8,0.188,5,2,1,8681,0
51,28220.0,531,0.6,0.406,3,1,1,6180,0
45,45001.0,616,4.1,0.243,4,2,1,11349,0
31,64353.0,850,7.2,0.284,6,0,0,16176,0
50,34860.0,659,2.7,0.202,2,3,0,11100,0
27,36787.0,792,15.1,0.246,4,2,1,14618,0
63,40727.0,711,1.3,0.326,2,1,1,10115,0
38,24035.0,784,3.7,0.238,3,2,1,8067,0
48,20000.0,314,1.1,0.372,6,2,0,4349,0
49,20000.0,613,4.2,0.32,0,3,0,7604,0
41,20824.0,807,0.3,0.284,7,2,1,8034,0
54,53025.0,581,2.5,0.224,3,1,2,10314,0
38,20695.0,850,4.1,0.261,2,3,0,12008,0
58,30024.0,828,5.2,0.311,4,1,1,10475,0
25,52741.0,594,6.3,0.106,3,2,1,16636,0
47,55081.0,590,2.6,0.158,3,2,1,15446,0
74,20000.0,528,5.9,0.071,2,1,2,10363,0
30,80632.0,574,5.7,0.283,4,3,1,18906,0
35,89490.0,502,3.0,0.168,2,1,1,18822,0
53,20000.0,701,14.2,0.123,2,1,0,12758,0
48,20000.0,475,6.3,0.202,4,0,0,6879,0
50,94171.0,722,3.2,0.087,0,3,1,24611,0
52,32290.0,725,23.6,0.081,3,1,1,18776,0
55,20000.0,451,14.9,0.145,3,0,1,10389,0
62,20000.0,836,32.4,0.139,4,0,0,21379,0
51,29748.0,712,9.4,0.266,2,1,1,11928,0
41,20000.0,740,3.8,0.062,0,2,1,11402,0
55,26089.0,559,2.6,0.226,1,0,2,7937,0
73,37269.0,725,8.7,0.055,1,0,0,15528,0
43,116985.0,785,,0.409,2,0,0,30706,0
30,28786.0,638,7.9,0.145,2,2,0,12943,0
62,85651.0,850,17.1,0.15,2,1,1,26660,0
43,113892.0,655,3.2,0.389,3,2,2,20616,0
18,114399.0,787,4.2,0.073,2,0,1,25798,0
58,45606.0,685,18.9,0.281,8,3,1,19500,0
37,20000.0,720,11.3,0.452,6,1,0,8179,0
44,52505.0,449,31.9,0.199,3,2,1,23643,0
50,84012.0,695,11.9,0.11,3,2,1,25070,0
48,34035.0,562,4.8,0.09,3,3,1,14479,0
56,146630.0,548,6.1,0.268,2,2,2,28704,0
38,,850,18.5,0.195,2,1,1,23361,0
53,57218.0,624,6.4,0.025,2,0,0,16938,0
41,86604.0,530,2.4,0.232,5,0,2,15523,0
